ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
2304
ITEM: BOX BOUNDS xy xz yz pp pp pp
0.0000000000000000e+00 2.9120725000000000e+01 2.8813730000000000e+00
0.0000000000000000e+00 3.7682479000000001e+01 1.1753520000000000e+00
0.0000000000000000e+00 2.8248791000000001e+01 6.7162439999999997e+00
ITEM: ATOMS id mol type x y z ix iy iz 
350 10 1 2.93339 23.0969 23.2638 0 0 -1 
351 10 1 3.15621 22.9714 24.6469 0 0 -1 
352 10 1 27.2292 22.4258 25.4809 -1 0 -1 
353 10 1 1.6681 15.3717 1.38509 0 0 0 
354 10 2 3.60136 16.2472 0.974489 0 0 0 
355 10 2 5.54654 23.6144 27.0081 0 0 -1 
356 10 2 6.31818 24.2744 24.7891 0 0 -1 
357 10 2 5.91906 24.4895 22.3564 0 0 -1 
358 10 2 3.75698 23.7367 21.3704 0 0 -1 
359 10 2 27.0551 22.7767 22.8283 -1 0 -1 
360 10 2 26.2871 22.0935 25.0561 -1 0 -1 
361 11 1 6.74066 22.0531 14.3556 0 0 0 
362 11 1 5.74949 22.0605 15.3513 0 0 0 
363 11 1 5.97363 21.4131 16.5783 0 0 0 
364 11 1 4.98355 21.425 17.5757 0 0 0 
365 11 1 5.20649 20.7836 18.807 0 0 0 
366 11 1 4.20895 20.792 19.7951 0 0 0 
367 11 1 2.9914 21.4491 19.561 0 0 0 
368 11 1 2.76734 22.0952 18.3367 0 0 0 
369 11 1 3.75817 22.0834 17.3404 0 0 0 
370 11 1 3.53389 22.729 16.1133 0 0 0 
371 11 1 6.51755 22.7033 13.1304 0 0 0 
372 11 2 7.68227 21.5431 14.5331 0 0 0 
373 11 2 6.91542 20.9034 16.7566 0 0 0 
374 11 2 6.14809 20.278 18.9988 0 0 0 
375 11 2 4.37729 20.2879 20.7411 0 0 0 
376 11 2 27.2866 21.4601 20.3271 -1 0 0 
377 11 2 26.8873 22.6004 18.1633 -1 0 0 
378 11 2 2.59222 23.2382 15.9346 0 0 0 
379 11 1 4.3024 23.371 13.8932 0 0 0 
380 11 1 5.29359 23.3635 12.8974 0 0 0 
381 11 1 5.06943 24.011 11.6705 0 0 0 
382 11 1 6.05952 23.999 10.6731 0 0 0 
383 11 1 5.83657 24.6404 9.44181 0 0 0 
384 11 1 6.83411 24.632 8.45369 0 0 0 
385 11 1 8.05167 23.975 8.68776 0 0 0 
386 11 1 8.27571 23.3289 9.91211 0 0 0 
387 11 1 7.2849 23.3406 10.9084 0 0 0 
388 11 1 7.50917 22.6951 12.1355 0 0 0 
389 11 1 4.5255 22.7208 15.1183 0 0 0 
390 11 2 3.3608 23.8809 13.7157 0 0 0 
391 11 2 4.12765 24.5206 11.4922 0 0 0 
392 11 2 4.89498 25.146 9.25002 0 0 0 
393 11 2 6.66577 25.1361 7.50771 0 0 0 
394 11 2 8.82044 23.9639 7.9217 0 0 0 
395 11 2 9.21978 22.8236 10.0855 0 0 0 
396 11 2 8.45085 22.1858 12.3141 0 0 0 
397 12 1 25.8734 18.4109 13.5742 -1 0 0 
398 12 1 26.096 18.2996 14.9568 -1 0 0 
399 12 1 25.1035 17.7586 15.7903 -1 0 0 
400 12 1 25.3266 17.643 17.1721 -1 0 0 
401 12 1 24.3339 17.0984 18.0036 -1 0 0 
402 12 1 24.5587 16.9777 19.3824 -1 0 0 
403 12 1 25.7779 17.4003 19.9356 -1 0 0 
404 12 1 26.775 17.9437 19.1094 -1 0 0 
405 12 1 26.5522 18.0692 17.7263 -1 0 0 
406 12 1 2.47923 18.6148 16.8922 0 0 0 
407 12 1 26.8649 18.9526 12.7393 -1 0 0 
408 12 2 24.9317 18.0772 13.1499 -1 0 0 
409 12 2 24.1619 17.4262 15.3651 -1 0 0 
410 12 2 23.3902 16.7662 17.5841 -1 0 0 
411 12 2 23.7893 16.5511 20.0168 -1 0 0 
412 12 2 25.9514 17.3038 21.0028 -1 0 0 
413 12 2 2.65329 18.2639 19.5449 0 0 0 
414 12 2 3.42131 18.9471 17.3171 0 0 0 
415 12 1 3.24735 19.2715 14.6746 0 0 0 
416 12 1 3.02468 19.3829 13.292 0 0 0 
417 12 1 4.01722 19.9239 12.4585 0 0 0 
418 12 1 3.79413 20.0394 11.0767 0 0 0 
419 12 1 4.78686 20.5841 10.2452 0 0 0 
